case_id,year,court,case_type,bail_amount_inr,days_to_bail_order
3539,2024,District Court - West,Domestic Dispute,8200,31
3540,2024,District Court - Central,Cheating,18400,37
3541,2024,District Court - North,NDPS,8000,18
3542,2024,District Court - South,Theft,22500,15
3543,2024,District Court - West,NDPS,22800,33
3544,2024,District Court - Central,Cyber Offence,7200,37
3545,2024,District Court - Central,NDPS,17000,4
3546,2024,District Court - North,Cheating,11300,38
3547,2024,District Court - East,Cheating,34500,37
3548,2024,District Court - West,Theft,21600,29
3549,2024,District Court - Central,Assault,36900,7
3550,2024,District Court - Central,Cheating,13800,24
3551,2024,District Court - East,Public Nuisance,141800,45
3552,2024,District Court - South,Cyber Offence,17500,13
3553,2024,District Court - West,Theft,25200,34
3554,2024,District Court - North,Cyber Offence,11700,36
3555,2024,District Court - East,NDPS,14600,39
3556,2024,District Court - Central,Domestic Dispute,23900,16
3557,2024,District Court - South,Cyber Offence,15400,22
3558,2024,District Court - Central,NDPS,7500,43
3559,2024,District Court - Central,Assault,6500,24
3560,2024,District Court - East,Cheating,18100,32
3561,2024,District Court - North,Public Nuisance,8500,40
3562,2024,District Court - East,Assault,13600,10
3563,2024,District Court - North,NDPS,45100,18
3564,2024,District Court - South,Assault,31800,37
3565,2024,District Court - Central,Cyber Offence,11500,21
3566,2024,District Court - East,Theft,15200,45
3567,2024,District Court - North,Public Nuisance,10000,22
3568,2024,District Court - West,Public Nuisance,40700,22
3569,2024,District Court - South,Theft,14100,13
3570,2024,District Court - East,Cheating,12100,8
3571,2024,District Court - North,Domestic Dispute,6600,11
3572,2024,District Court - West,Theft,27600,15
3573,2024,District Court - Central,Cyber Offence,9500,1
3574,2024,District Court - Central,Theft,129900,33
3575,2024,District Court - Central,Cyber Offence,8700,5
3576,2024,District Court - East,Theft,7200,22
3577,2024,District Court - South,Cyber Offence,15100,22
3578,2024,District Court - West,NDPS,15400,21
3579,2024,District Court - Central,Domestic Dispute,18300,38
3580,2024,District Court - Central,Theft,7800,31
3581,2024,District Court - East,NDPS,34500,8
3582,2024,District Court - West,Cyber Offence,17600,36
3583,2024,District Court - West,Domestic Dispute,55000,28
3584,2024,District Court - East,Domestic Dispute,20600,28
3585,2024,District Court - West,Domestic Dispute,16600,12
3586,2024,District Court - North,Domestic Dispute,6200,1
3587,2024,District Court - Central,NDPS,2100,4
3588,2024,District Court - West,Domestic Dispute,50300,7
3589,2024,District Court - East,Assault,4900,31
3590,2024,District Court - North,Theft,20000,29
3591,2025,District Court - West,Domestic Dispute,23000,10
3592,2025,District Court - West,Cyber Offence,53400,2
3593,2025,District Court - East,Assault,8900,21
3594,2025,District Court - East,Public Nuisance,26000,12
3595,2025,District Court - North,Cyber Offence,57400,28
3596,2025,District Court - South,Theft,56400,44
3597,2025,District Court - West,Cyber Offence,10100,22
3598,2025,District Court - West,Cyber Offence,16900,35
3599,2025,District Court - Central,Cheating,30100,7
3600,2025,District Court - Central,Theft,34200,15
3601,2025,District Court - South,Theft,103900,36
3602,2025,District Court - Central,Theft,25500,18
3603,2025,District Court - East,Theft,19900,44
3604,2025,District Court - East,Domestic Dispute,7900,13
3605,2025,District Court - East,NDPS,12300,40
3606,2025,District Court - South,Cheating,38800,4
3607,2025,District Court - Central,Public Nuisance,26500,24
3608,2025,District Court - North,Domestic Dispute,55500,8
3609,2025,District Court - Central,Assault,23200,19
3610,2025,District Court - South,Theft,11000,43
3611,2025,District Court - North,NDPS,12800,39
3612,2025,District Court - West,Domestic Dispute,10600,36
3613,2025,District Court - West,Domestic Dispute,25700,25
3614,2025,District Court - South,NDPS,10500,31
3615,2025,District Court - East,Theft,16700,19
3616,2025,District Court - Central,Domestic Dispute,42400,1
3617,2025,District Court - West,Assault,27600,4
3618,2025,District Court - North,Theft,22200,25
3619,2025,District Court - Central,Public Nuisance,5800,27
3620,2025,District Court - North,Cheating,26500,31
3621,2025,District Court - West,Assault,17300,38
3622,2025,District Court - South,NDPS,18500,29
3623,2025,District Court - Central,Cheating,8100,6
3624,2025,District Court - South,Theft,28100,6
3625,2025,District Court - South,Cheating,12300,29
3626,2025,District Court - South,Theft,9400,19
3627,2025,District Court - West,Cyber Offence,4600,24
3628,2025,District Court - North,Public Nuisance,16500,3
3629,2025,District Court - West,Theft,15100,45
3630,2025,District Court - West,Public Nuisance,10300,33
3631,2025,District Court - South,Public Nuisance,50400,10
3632,2025,District Court - South,NDPS,30100,14
3633,2025,District Court - North,Public Nuisance,11500,24
3634,2025,District Court - Central,Assault,23500,2
3635,2025,District Court - West,Domestic Dispute,42800,10
3636,2025,District Court - North,Domestic Dispute,4900,35
3637,2025,District Court - South,Domestic Dispute,18000,24
3638,2025,District Court - Central,Cyber Offence,28800,5
3639,2025,District Court - South,Public Nuisance,22000,40
3640,2025,District Court - East,Theft,6400,19
3641,2025,District Court - North,Theft,18800,24
3642,2025,District Court - Central,NDPS,28700,37
3643,2025,District Court - South,NDPS,13000,28
3644,2025,District Court - South,NDPS,12600,37
3645,2025,District Court - Central,Theft,66500,41
3646,2025,District Court - Central,Cyber Offence,10600,7
3647,2025,District Court - North,NDPS,55200,45
3648,2025,District Court - West,Domestic Dispute,4700,3
3649,2025,District Court - Central,NDPS,20700,33
3650,2025,District Court - West,Cheating,27900,34
3651,2025,District Court - East,Cyber Offence,27000,16
3652,2025,District Court - West,Cheating,14800,41
3653,2025,District Court - Central,Cyber Offence,13500,17
3654,2025,District Court - Central,Public Nuisance,12900,2
3655,2025,District Court - West,Cyber Offence,33400,40
3656,2025,District Court - West,Domestic Dispute,45700,29
3657,2025,District Court - East,Cyber Offence,7600,5
3658,2025,District Court - West,Cyber Offence,10400,25
3659,2025,District Court - Central,Domestic Dispute,24900,39
3660,2025,District Court - North,NDPS,47700,38
3661,2025,District Court - South,Theft,33400,35
3662,2025,District Court - Central,Theft,41500,41
3663,2025,District Court - Central,Theft,35100,1
3664,2025,District Court - West,Cheating,7300,30
3665,2025,District Court - North,NDPS,13300,33
3666,2025,District Court - West,Assault,12800,21
3667,2025,District Court - West,Public Nuisance,6100,6
3668,2025,District Court - North,Theft,7300,23
3669,2025,District Court - East,Domestic Dispute,21500,21
3670,2025,District Court - North,Cheating,4100,31
3671,2025,District Court - West,Domestic Dispute,6100,5
3672,2025,District Court - West,Public Nuisance,10300,45
3673,2025,District Court - North,Theft,9900,22
3674,2025,District Court - Central,Theft,6100,29
3675,2025,District Court - Central,Domestic Dispute,50600,43
3676,2025,District Court - South,Assault,27100,2
3677,2025,District Court - Central,Assault,25400,28
3678,2025,District Court - North,NDPS,11000,4
3679,2025,District Court - South,NDPS,17700,5
3680,2025,District Court - South,Cheating,21700,34
3681,2025,District Court - East,Assault,23900,45
3682,2025,District Court - North,Cyber Offence,13300,3
3683,2025,District Court - North,Assault,15300,31
3684,2025,District Court - South,NDPS,21300,6
3685,2025,District Court - West,Cyber Offence,24900,42
3686,2025,District Court - Central,Public Nuisance,14700,3
3687,2025,District Court - Central,NDPS,37600,33
3688,2025,District Court - West,Public Nuisance,35100,20
3689,2025,District Court - North,Cyber Offence,12800,10
3690,2025,District Court - East,Theft,46300,21
3691,2025,District Court - South,Assault,12400,8
3692,2025,District Court - South,Cyber Offence,4500,19
3693,2025,District Court - East,Theft,18200,6
3694,2025,District Court - North,Cyber Offence,7300,20
3695,2025,District Court - West,Cheating,12500,37
3696,2025,District Court - South,Cheating,10900,28
3697,2025,District Court - North,Theft,18200,28
3698,2025,District Court - Central,Cyber Offence,47600,20
3699,2025,District Court - North,Cheating,6400,9
3700,2025,District Court - Central,Domestic Dispute,24100,14
3701,2025,District Court - West,Domestic Dispute,23000,45
3702,2025,District Court - North,Assault,34100,19
3703,2025,District Court - East,Public Nuisance,19000,10
3704,2025,District Court - East,Theft,25500,20
3705,2025,District Court - East,Assault,32800,40
3706,2025,District Court - West,Theft,4500,25
3707,2025,District Court - West,NDPS,51800,35
3708,2025,District Court - East,Assault,15800,39
3709,2025,District Court - South,Assault,9200,38
3710,2025,District Court - West,Cyber Offence,33300,11
3711,2025,District Court - East,Public Nuisance,12800,31
3712,2025,District Court - South,Assault,15000,43
3713,2025,District Court - South,Cheating,4500,2
3714,2025,District Court - East,Public Nuisance,31000,1
3715,2025,District Court - East,NDPS,28300,41
3716,2025,District Court - South,Theft,20300,43
3717,2025,District Court - East,Public Nuisance,54800,10
3718,2025,District Court - West,Domestic Dispute,64000,12
3719,2025,District Court - South,Domestic Dispute,43500,42
3720,2025,District Court - South,Theft,4300,30
3721,2025,District Court - Central,Cyber Offence,34200,45
3722,2025,District Court - North,Domestic Dispute,20600,7
3723,2025,District Court - West,Cyber Offence,4900,20
3724,2025,District Court - South,Public Nuisance,17600,11
3725,2025,District Court - South,Domestic Dispute,8200,41
3726,2025,District Court - Central,Domestic Dispute,19500,43
3727,2025,District Court - West,Public Nuisance,6600,4
3728,2025,District Court - East,Domestic Dispute,19700,25
3729,2025,District Court - East,Domestic Dispute,27900,42
3730,2025,District Court - Central,Assault,9600,36
3731,2025,District Court - South,Cheating,48600,38
3732,2025,District Court - North,Cheating,63300,3
3733,2025,District Court - South,Cheating,11600,42
3734,2025,District Court - West,Theft,9900,34
3735,2025,District Court - North,Domestic Dispute,36700,38
3736,2025,District Court - East,Cyber Offence,25300,2
3737,2025,District Court - Central,Assault,32700,40
3738,2025,District Court - West,Cheating,55200,39
3739,2025,District Court - East,Domestic Dispute,23100,22
3740,2025,District Court - South,Assault,15000,2
3741,2025,District Court - South,Assault,17200,42
3742,2025,District Court - North,NDPS,7200,29
3743,2025,District Court - Central,Domestic Dispute,25200,18
3744,2025,District Court - South,Cyber Offence,12600,28
3745,2025,District Court - East,Public Nuisance,43800,18
3746,2025,District Court - Central,Assault,12800,31
3747,2025,District Court - East,Cheating,42400,25
3748,2025,District Court - West,NDPS,22800,11
3749,2025,District Court - West,Public Nuisance,19100,12
3750,2025,District Court - East,Cheating,10200,5
3751,2025,District Court - Central,Domestic Dispute,11800,13
3752,2025,District Court - North,Public Nuisance,7600,25
3753,2025,District Court - North,Cheating,32100,12
3754,2025,District Court - West,Public Nuisance,7200,27
3755,2025,District Court - South,Cheating,7000,14
3756,2025,District Court - West,Cheating,22900,37
3757,2025,District Court - East,Theft,34000,30
3758,2025,District Court - North,Theft,23100,43
3759,2025,District Court - West,Domestic Dispute,17200,20
3760,2025,District Court - South,NDPS,67200,32
3761,2025,District Court - West,NDPS,45300,40
3762,2025,District Court - South,Cyber Offence,22400,7
3763,2025,District Court - East,Theft,20600,2
3764,2025,District Court - East,Cheating,49800,37
3765,2025,District Court - West,Assault,8700,28
3766,2025,District Court - East,Cyber Offence,11900,31
3767,2025,District Court - Central,Domestic Dispute,12700,1
3768,2025,District Court - East,NDPS,26400,32
3769,2025,District Court - East,NDPS,19900,16
3770,2025,District Court - North,NDPS,29900,19
3771,2025,District Court - North,Cheating,15900,14
3772,2025,District Court - West,Assault,82100,38
3773,2025,District Court - South,Cyber Offence,16200,11
3774,2025,District Court - South,Theft,14200,45
3775,2025,District Court - West,Public Nuisance,7000,41
3776,2025,District Court - East,Theft,22800,11
3777,2025,District Court - East,Cheating,7400,23
3778,2025,District Court - North,Cheating,11100,23
3779,2025,District Court - West,NDPS,9500,15
3780,2025,District Court - South,Cyber Offence,43600,17
3781,2025,District Court - East,Domestic Dispute,19100,25
3782,2025,District Court - West,Public Nuisance,12000,35
3783,2025,District Court - Central,Cheating,21000,39
3784,2025,District Court - North,Theft,9600,9
3785,2025,District Court - West,Assault,41900,34
3786,2025,District Court - South,Assault,30400,31
3787,2025,District Court - Central,Public Nuisance,13100,40
3788,2025,District Court - North,Cheating,11900,4
3789,2025,District Court - East,NDPS,45400,13
3790,2025,District Court - East,Domestic Dispute,11300,3
3791,2025,District Court - South,NDPS,45400,16
3792,2025,District Court - East,Cheating,12300,45
3793,2025,District Court - North,Cheating,44100,15
3794,2025,District Court - North,Public Nuisance,19300,33
3795,2025,District Court - North,Domestic Dispute,15600,45
3796,2025,District Court - West,Domestic Dispute,11800,18
3797,2025,District Court - East,Cyber Offence,62900,11
3798,2025,District Court - South,Cyber Offence,13500,14
3799,2025,District Court - West,NDPS,22100,24
3800,2025,District Court - Central,Domestic Dispute,21900,31
3801,2025,District Court - West,Assault,3800,31
3802,2025,District Court - Central,Public Nuisance,18200,11
3803,2025,District Court - East,NDPS,17300,30
3804,2025,District Court - South,Public Nuisance,13200,12
3805,2025,District Court - North,Theft,14100,18
3806,2025,District Court - East,Public Nuisance,38000,23
3807,2025,District Court - South,Assault,26200,7
3808,2025,District Court - North,Domestic Dispute,22300,33
3809,2025,District Court - Central,NDPS,6800,11
3810,2025,District Court - West,Domestic Dispute,33800,2
3811,2025,District Court - West,Cheating,23100,37
3812,2025,District Court - Central,Assault,20800,37
3813,2025,District Court - Central,Public Nuisance,38200,5
3814,2025,District Court - South,Assault,13000,36
3815,2025,District Court - South,Cheating,5300,45
3816,2025,District Court - East,Theft,21300,16
3817,2025,District Court - Central,Theft,21600,45
3818,2025,District Court - West,NDPS,9500,33
3819,2025,District Court - South,Theft,32200,35
3820,2025,District Court - Central,Cyber Offence,19400,35
3821,2025,District Court - West,NDPS,10800,24
3822,2025,District Court - West,Assault,14100,9
3823,2025,District Court - North,Domestic Dispute,13300,8
3824,2025,District Court - Central,Public Nuisance,11700,45
3825,2025,District Court - Central,Domestic Dispute,12400,10
3826,2025,District Court - West,Assault,22500,39
3827,2025,District Court - South,Domestic Dispute,31600,26
3828,2025,District Court - East,Cyber Offence,12700,9
3829,2025,District Court - West,Cyber Offence,4900,30
3830,2025,District Court - South,Public Nuisance,19200,40
3831,2025,District Court - North,Cheating,21300,18
3832,2025,District Court - Central,Cyber Offence,24200,44
3833,2025,District Court - West,Cyber Offence,6100,28
3834,2025,District Court - North,Assault,32200,2
3835,2025,District Court - North,Assault,22800,35
3836,2025,District Court - North,Cheating,23400,29
3837,2025,District Court - North,Public Nuisance,9500,5
3838,2025,District Court - East,NDPS,93600,15
3839,2025,District Court - North,Theft,8600,4
3840,2025,District Court - South,Public Nuisance,55200,26
3841,2025,District Court - East,NDPS,10900,19
3842,2025,District Court - East,Domestic Dispute,11400,37
3843,2025,District Court - South,Domestic Dispute,18200,29
3844,2025,District Court - West,Cyber Offence,34700,13
3845,2025,District Court - East,Public Nuisance,31200,26
3846,2025,District Court - East,Assault,6100,34
3847,2025,District Court - Central,Cyber Offence,22200,18
3848,2025,District Court - Central,Public Nuisance,42100,25
3849,2025,District Court - North,Public Nuisance,36000,9
3850,2025,District Court - West,NDPS,18700,13
3851,2025,District Court - West,Public Nuisance,30100,3
3852,2025,District Court - South,NDPS,16400,26
3853,2025,District Court - West,Cyber Offence,12000,16
3854,2025,District Court - West,Theft,5300,44
3855,2025,District Court - Central,Cyber Offence,15000,45
3856,2025,District Court - North,Public Nuisance,8000,31
3857,2025,District Court - South,Theft,21200,22
3858,2025,District Court - West,Public Nuisance,11400,42
3859,2025,District Court - Central,NDPS,38700,33
3860,2025,District Court - South,Domestic Dispute,10700,17
3861,2025,District Court - West,Cyber Offence,27000,1
3862,2025,District Court - West,Assault,30500,32
3863,2025,District Court - West,Public Nuisance,13200,11
3864,2025,District Court - East,Domestic Dispute,25200,2
3865,2025,District Court - South,Assault,83600,9
3866,2025,District Court - South,Domestic Dispute,42400,13
3867,2025,District Court - Central,Cheating,17800,28
3868,2025,District Court - Central,NDPS,14600,44
3869,2025,District Court - South,Assault,36700,10
3870,2025,District Court - West,Cyber Offence,8300,29
3871,2025,District Court - Central,Public Nuisance,35600,34
3872,2025,District Court - North,Domestic Dispute,9400,45
3873,2025,District Court - West,Theft,32400,12
3874,2025,District Court - West,Domestic Dispute,10000,20
3875,2025,District Court - East,Cheating,34900,36
3876,2025,District Court - East,NDPS,9300,27
3877,2025,District Court - East,Cyber Offence,11700,39
3878,2025,District Court - East,Cyber Offence,38600,26
3879,2025,District Court - East,Domestic Dispute,18000,40
3880,2025,District Court - East,Cheating,33800,45
3881,2025,District Court - North,Cyber Offence,7300,33
3882,2025,District Court - North,Public Nuisance,8900,8
3883,2025,District Court - East,NDPS,14400,18
3884,2025,District Court - South,Public Nuisance,26900,34
3885,2025,District Court - Central,NDPS,38900,4
3886,2025,District Court - East,Theft,11400,25
3887,2025,District Court - West,Cheating,4200,23
3888,2025,District Court - East,Domestic Dispute,9700,34
3889,2025,District Court - North,Domestic Dispute,7300,13
3890,2025,District Court - East,Cyber Offence,13300,27
3891,2025,District Court - North,Domestic Dispute,62200,2
3892,2025,District Court - South,Public Nuisance,19800,5
3893,2025,District Court - West,Theft,21500,12
3894,2025,District Court - West,Theft,11900,26
3895,2025,District Court - North,Domestic Dispute,11700,7
3896,2025,District Court - South,Cheating,13600,43
3897,2025,District Court - East,Theft,15800,3
3898,2025,District Court - East,Public Nuisance,25500,16
3899,2025,District Court - South,Domestic Dispute,19300,1
3900,2025,District Court - Central,NDPS,17900,7
3901,2025,District Court - East,Cyber Offence,11500,8
3902,2025,District Court - West,Assault,11100,28
3903,2025,District Court - West,NDPS,23100,37
3904,2025,District Court - North,Cheating,16800,16
3905,2025,District Court - South,Assault,4900,10
3906,2025,District Court - South,NDPS,16200,34
3907,2025,District Court - East,NDPS,61200,6
3908,2025,District Court - Central,Theft,14500,10
3909,2025,District Court - East,Cyber Offence,57400,39
3910,2025,District Court - Central,Theft,8300,28
3911,2025,District Court - South,NDPS,15700,17
3912,2025,District Court - West,Domestic Dispute,41500,31
3913,2025,District Court - North,Theft,15500,25
3914,2025,District Court - Central,Cyber Offence,47600,41
3915,2025,District Court - South,Theft,23000,29
3916,2025,District Court - Central,Assault,11600,29
3917,2025,District Court - West,NDPS,10000,20
3918,2025,District Court - South,Assault,17800,2
3919,2025,District Court - West,Domestic Dispute,7500,8
3920,2025,District Court - North,Domestic Dispute,6900,33
3921,2025,District Court - East,Cyber Offence,29300,33
3922,2025,District Court - East,Theft,17900,7
3923,2025,District Court - Central,Domestic Dispute,17400,33
3924,2025,District Court - East,Domestic Dispute,19000,6
3925,2025,District Court - East,Assault,39700,13
3926,2025,District Court - West,Cyber Offence,12700,37
3927,2025,District Court - North,Public Nuisance,10100,26
3928,2025,District Court - North,Assault,16000,29
3929,2025,District Court - South,Cheating,13600,17
3930,2025,District Court - North,Domestic Dispute,7800,11
3931,2025,District Court - North,Theft,12600,42
3932,2025,District Court - South,NDPS,29100,16
3933,2025,District Court - West,NDPS,10300,34
3934,2025,District Court - South,Public Nuisance,17200,21
3935,2025,District Court - West,Theft,22800,27
3936,2025,District Court - East,Theft,31800,17
3937,2025,District Court - East,Public Nuisance,18700,5
3938,2025,District Court - East,Domestic Dispute,30300,16
3939,2025,District Court - North,Assault,5600,39
3940,2025,District Court - Central,Public Nuisance,6300,8
3941,2025,District Court - West,Domestic Dispute,23200,33
3942,2025,District Court - South,Cheating,3800,1
3943,2025,District Court - North,Cyber Offence,12300,31
3944,2025,District Court - Central,Cheating,17600,17
3945,2025,District Court - East,NDPS,11700,20
3946,2025,District Court - North,Public Nuisance,16000,1
3947,2025,District Court - North,Cyber Offence,41300,22
3948,2025,District Court - West,Cheating,31200,31
3949,2025,District Court - South,NDPS,13500,24
3950,2025,District Court - East,Cheating,17200,32
3951,2025,District Court - South,Cheating,17600,23
3952,2025,District Court - Central,NDPS,27600,33
3953,2025,District Court - North,Assault,16200,5
3954,2025,District Court - South,Assault,22000,1
3955,2025,District Court - North,Public Nuisance,20700,42
3956,2025,District Court - West,Domestic Dispute,9500,19
3957,2025,District Court - South,Domestic Dispute,23100,19
3958,2025,District Court - East,Assault,6300,1
3959,2025,District Court - North,Cyber Offence,26000,34
3960,2025,District Court - Central,Assault,23700,14
3961,2025,District Court - East,Theft,9100,44
3962,2025,District Court - South,Theft,22500,36
3963,2025,District Court - West,Theft,17100,12
3964,2025,District Court - East,Assault,13500,45
3965,2025,District Court - North,Domestic Dispute,17300,16
3966,2025,District Court - Central,Public Nuisance,6300,16
3967,2025,District Court - Central,Domestic Dispute,12000,15
3968,2025,District Court - West,Public Nuisance,43200,9
3969,2025,District Court - North,NDPS,9600,29
3970,2025,District Court - South,Cyber Offence,3900,24
3971,2025,District Court - East,Public Nuisance,7100,14
3972,2025,District Court - South,NDPS,30800,13
3973,2025,District Court - East,Cheating,94100,35
3974,2025,District Court - East,Cheating,9100,19
3975,2025,District Court - East,Theft,73600,13
3976,2025,District Court - North,Cyber Offence,24700,2
3977,2025,District Court - East,Assault,63200,44
3978,2025,District Court - Central,Public Nuisance,26600,33
3979,2025,District Court - South,Public Nuisance,25000,37
3980,2025,District Court - East,Assault,18900,2
3981,2025,District Court - East,Assault,23000,8
3982,2025,District Court - Central,Domestic Dispute,42800,5
3983,2025,District Court - Central,Assault,6300,15
3984,2025,District Court - Central,Theft,13800,11
3985,2025,District Court - North,Cyber Offence,57000,27
3986,2025,District Court - North,Cyber Offence,9700,14
3987,2025,District Court - North,Theft,7500,2
3988,2025,District Court - East,Theft,20300,1
3989,2025,District Court - Central,Domestic Dispute,12200,28
3990,2025,District Court - South,Theft,14200,42
3991,2025,District Court - West,NDPS,28800,11
3992,2025,District Court - Central,Theft,39000,10
3993,2025,District Court - Central,Public Nuisance,9800,36
3994,2025,District Court - North,Domestic Dispute,16200,25
3995,2025,District Court - South,NDPS,6700,18
3996,2025,District Court - East,Cheating,10500,19
3997,2025,District Court - East,Theft,13700,1
3998,2025,District Court - North,NDPS,20000,19
3999,2025,District Court - West,Theft,18100,27
4000,2025,District Court - West,Assault,18200,9
4001,2025,District Court - East,NDPS,17800,22
4002,2025,District Court - North,Assault,16000,14
4003,2025,District Court - West,Assault,17400,18
4004,2025,District Court - South,Theft,20900,13
4005,2025,District Court - West,Cheating,29000,14
4006,2025,District Court - West,Theft,20500,35
4007,2025,District Court - East,Cyber Offence,54800,43
4008,2025,District Court - Central,Assault,18400,34
4009,2025,District Court - North,NDPS,13500,37
4010,2025,District Court - South,Public Nuisance,21200,10
4011,2025,District Court - West,NDPS,10300,23
4012,2025,District Court - North,Theft,18400,21
4013,2025,District Court - South,Theft,16000,12
4014,2025,District Court - South,Public Nuisance,37800,3
4015,2025,District Court - Central,Cyber Offence,71500,45
4016,2025,District Court - South,Assault,10200,43
4017,2025,District Court - North,Public Nuisance,29700,25
4018,2025,District Court - West,Theft,12000,30
4019,2025,District Court - North,Public Nuisance,11900,20
4020,2025,District Court - Central,Cyber Offence,24200,34
4021,2025,District Court - West,NDPS,15500,32
4022,2025,District Court - West,Cheating,32800,2
4023,2025,District Court - North,Assault,23200,21
4024,2025,District Court - West,Domestic Dispute,14000,39
4025,2025,District Court - North,Theft,28200,10
4026,2025,District Court - South,Theft,15400,38
4027,2025,District Court - South,Theft,34200,38
4028,2025,District Court - West,Assault,22300,35
4029,2025,District Court - West,NDPS,8800,24
4030,2025,District Court - Central,Public Nuisance,21300,36
4031,2025,District Court - West,Domestic Dispute,16300,10
4032,2025,District Court - Central,Domestic Dispute,16100,16
4033,2025,District Court - Central,Theft,60200,34
4034,2025,District Court - West,NDPS,28700,19
4035,2025,District Court - East,Cheating,21900,33
4036,2025,District Court - North,Public Nuisance,21600,1
4037,2025,District Court - North,Theft,22900,11
4038,2025,District Court - Central,Theft,24200,11
4039,2025,District Court - North,Theft,7600,42
4040,2025,District Court - West,Public Nuisance,18400,41
4041,2025,District Court - South,NDPS,8300,38
4042,2025,District Court - North,Assault,10100,45
4043,2025,District Court - South,Theft,27800,30
4044,2025,District Court - West,Domestic Dispute,56100,42
4045,2025,District Court - South,Domestic Dispute,7800,41
4046,2025,District Court - Central,NDPS,22800,23
4047,2025,District Court - East,NDPS,11000,8
4048,2025,District Court - Central,Cyber Offence,17900,25
4049,2025,District Court - South,NDPS,38900,36
4050,2025,District Court - North,Theft,15200,44
4051,2025,District Court - Central,Public Nuisance,13500,26
4052,2025,District Court - North,Domestic Dispute,16700,16
4053,2025,District Court - West,Cyber Offence,44100,20
4054,2025,District Court - South,Assault,29900,3
4055,2025,District Court - Central,Domestic Dispute,30800,6
4056,2025,District Court - Central,Assault,24200,42
4057,2025,District Court - North,Domestic Dispute,8600,26
4058,2025,District Court - Central,NDPS,7500,5
4059,2025,District Court - South,NDPS,10900,12
4060,2025,District Court - Central,Cheating,8300,26
4061,2025,District Court - South,Theft,15900,29
4062,2025,District Court - Central,Public Nuisance,10800,31
4063,2025,District Court - East,Domestic Dispute,7300,26
4064,2025,District Court - East,Domestic Dispute,20500,5
4065,2025,District Court - North,Assault,6600,9
4066,2025,District Court - Central,Domestic Dispute,19300,44
4067,2025,District Court - South,Theft,12800,45
4068,2025,District Court - North,Domestic Dispute,47200,15
4069,2025,District Court - South,Domestic Dispute,20400,4
4070,2025,District Court - West,Cyber Offence,18900,19
4071,2025,District Court - South,Domestic Dispute,24700,2
4072,2025,District Court - West,Cheating,10000,14
4073,2025,District Court - East,Domestic Dispute,13500,35
4074,2025,District Court - Central,Theft,17700,27
4075,2025,District Court - West,NDPS,14100,44
4076,2025,District Court - North,Assault,11100,33
4077,2025,District Court - West,NDPS,19400,2
4078,2025,District Court - North,NDPS,36300,38
4079,2025,District Court - North,Cyber Offence,16400,14
4080,2025,District Court - West,Public Nuisance,33200,26
4081,2025,District Court - Central,Cyber Offence,8900,4
4082,2025,District Court - North,Public Nuisance,17300,37
4083,2025,District Court - Central,Cheating,15600,9
4084,2025,District Court - West,Cheating,13500,35
4085,2025,District Court - West,Cheating,29700,1
4086,2025,District Court - North,Domestic Dispute,33600,2
4087,2025,District Court - Central,Assault,50700,2
4088,2025,District Court - North,Cheating,24400,33
4089,2025,District Court - North,NDPS,38000,10
4090,2025,District Court - South,Assault,13700,42
4091,2025,District Court - North,Assault,4600,14
4092,2025,District Court - North,Assault,11600,5
4093,2025,District Court - South,Cheating,9600,20
4094,2025,District Court - South,Cyber Offence,16900,31
4095,2025,District Court - East,Public Nuisance,5000,10
4096,2025,District Court - West,Public Nuisance,13700,14
4097,2025,District Court - North,Cyber Offence,7500,14
4098,2025,District Court - Central,Cyber Offence,18400,21
4099,2025,District Court - South,Cyber Offence,15900,44
4100,2025,District Court - West,Cyber Offence,40400,18
4101,2025,District Court - Central,Assault,24500,42
4102,2025,District Court - East,Theft,26500,26
4103,2025,District Court - South,NDPS,11900,39
4104,2025,District Court - North,Domestic Dispute,40600,20
4105,2025,District Court - Central,NDPS,58100,6
4106,2025,District Court - South,Cyber Offence,16000,26
4107,2025,District Court - West,Cheating,7400,13
4108,2025,District Court - West,Cheating,7500,10
4109,2025,District Court - West,Public Nuisance,9700,20
4110,2025,District Court - East,Assault,26800,34
4111,2025,District Court - Central,Theft,22500,3
4112,2025,District Court - Central,Theft,10000,8
4113,2025,District Court - East,Domestic Dispute,31000,24
4114,2025,District Court - West,NDPS,78000,30
4115,2025,District Court - North,Public Nuisance,102200,12
4116,2025,District Court - North,Theft,36000,12
4117,2025,District Court - Central,Public Nuisance,10700,18
4118,2025,District Court - South,Domestic Dispute,38800,19
4119,2025,District Court - South,Cheating,14700,24
4120,2025,District Court - Central,Cheating,19500,4
4121,2025,District Court - North,Domestic Dispute,15000,14
4122,2025,District Court - West,NDPS,16100,5
4123,2025,District Court - North,Cheating,2100,26
4124,2025,District Court - East,Domestic Dispute,12500,1
4125,2025,District Court - North,Domestic Dispute,16300,42
4126,2025,District Court - West,Theft,18600,20
4127,2025,District Court - Central,Cheating,13800,1
4128,2025,District Court - Central,Domestic Dispute,20200,15
4129,2025,District Court - Central,Domestic Dispute,10600,5
4130,2025,District Court - Central,NDPS,11600,13
4131,2025,District Court - West,Assault,23500,13
4132,2025,District Court - West,Assault,16900,6
4133,2025,District Court - East,NDPS,47000,28
4134,2025,District Court - East,Theft,10100,7
4135,2025,District Court - South,NDPS,16600,19
